# host=omarchy-power9 kernel=7.2.6-64k date=2026-09-16T19:35:40-06:00 cpu=88 node=0 runs=5 reps=3
# emulator=/home/jbettcher/Development/POWERarm-wt/bench/build-bench/Bin/POWERarm commit=41e9380c03cf42999429a49c9f95ff3e570e201d
# smt: on load: 2.48 7.40 8.35 2/2576 4001626
# cpufreq cpu88 before: governor=ondemand cur=2333000 max=3800000
host,config,bench,run,rep,scale,ns,wall_ns,sum,parity,node_busy_pct
power9,native-power8,sort,4,2,2500000,348722219,1065980618,f05bf4351ec0e785,,2
power9,native-power8,sort,4,summary,2500000,1046551725,1065980618,f05bf4351ec0e785,ok,2
power9,native-power9,sort,4,0,2500000,347982766,1062270501,f05bf4351ec0e785,,2
power9,native-power9,sort,4,1,2500000,347514378,1062270501,f05bf4351ec0e785,,2
power9,native-power9,sort,4,2,2500000,347479745,1062270501,f05bf4351ec0e785,,2
power9,native-power9,sort,4,summary,2500000,1042976889,1062270501,f05bf4351ec0e785,ok,2
power9,powerarm,sort,4,0,2500000,1064501039,3269287904,f05bf4351ec0e785,,3
power9,powerarm,sort,4,1,2500000,1062043953,3269287904,f05bf4351ec0e785,,3
power9,powerarm,sort,4,2,2500000,1061927522,3269287904,f05bf4351ec0e785,,3
power9,powerarm,sort,4,summary,2500000,3188472514,3269287904,f05bf4351ec0e785,ok,3
power9,powerarm-startup,sort,4,0,1,242073,32164142,83b3e216f6caa906,,2
power9,powerarm-startup,sort,4,summary,1,242073,32164142,83b3e216f6caa906,ok,2
power9,native-power9-startup,sort,4,0,1,124006,5571159,83b3e216f6caa906,,2
power9,native-power9-startup,sort,4,summary,1,124006,5571159,83b3e216f6caa906,ok,2
power9,native-power8,crc32,5,0,64,177929989,544249154,323d083d79762f78,,3
power9,native-power8,crc32,5,1,64,177920398,544249154,323d083d79762f78,,3
power9,native-power8,crc32,5,2,64,177872494,544249154,323d083d79762f78,,3
power9,native-power8,crc32,5,summary,64,533722881,544249154,323d083d79762f78,ok,3
power9,native-power9,crc32,5,0,64,177875934,547252600,323d083d79762f78,,2
power9,native-power9,crc32,5,1,64,177887414,547252600,323d083d79762f78,,2
power9,native-power9,crc32,5,2,64,177846909,547252600,323d083d79762f78,,2
power9,native-power9,crc32,5,summary,64,533610257,547252600,323d083d79762f78,ok,2
power9,powerarm,crc32,5,0,64,1448036482,4396572231,323d083d79762f78,,2
power9,powerarm,crc32,5,1,64,1447992678,4396572231,323d083d79762f78,,2
power9,powerarm,crc32,5,2,64,1448500031,4396572231,323d083d79762f78,,2
power9,powerarm,crc32,5,summary,64,4344529191,4396572231,323d083d79762f78,ok,2
power9,powerarm-startup,crc32,5,0,1,22706688,75860660,00000000c4994742,,2
power9,powerarm-startup,crc32,5,summary,1,22706688,75860660,00000000c4994742,ok,2
power9,native-power9-startup,crc32,5,0,1,2780056,10669032,00000000c4994742,,2
power9,native-power9-startup,crc32,5,summary,1,2780056,10669032,00000000c4994742,ok,2
power9,native-power8,sha256,5,0,48,357287057,1086817326,4238e6322fef7301,,2
power9,native-power8,sha256,5,1,48,357154662,1086817326,4238e6322fef7301,,2
power9,native-power8,sha256,5,2,48,357112706,1086817326,4238e6322fef7301,,2
power9,native-power8,sha256,5,summary,48,1071554425,1086817326,4238e6322fef7301,ok,2
power9,native-power9,sha256,5,0,48,361945585,1098520878,4238e6322fef7301,,2
power9,native-power9,sha256,5,1,48,361864851,1098520878,4238e6322fef7301,,2
power9,native-power9,sha256,5,2,48,361922760,1098520878,4238e6322fef7301,,2
power9,native-power9,sha256,5,summary,48,1085733196,1098520878,4238e6322fef7301,ok,2
power9,powerarm,sha256,5,0,48,1484518467,4507159301,4238e6322fef7301,,2
power9,powerarm,sha256,5,1,48,1483934866,4507159301,4238e6322fef7301,,2
power9,powerarm,sha256,5,2,48,1484014158,4507159301,4238e6322fef7301,,2
power9,powerarm,sha256,5,summary,48,4452467491,4507159301,4238e6322fef7301,ok,2
power9,powerarm-startup,sha256,5,0,1,31445130,85104079,7169e8403478a163,,2
power9,powerarm-startup,sha256,5,summary,1,31445130,85104079,7169e8403478a163,ok,2
power9,native-power9-startup,sha256,5,0,1,7554178,19199690,7169e8403478a163,,2
power9,native-power9-startup,sha256,5,summary,1,7554178,19199690,7169e8403478a163,ok,2
power9,native-power8,bst,5,0,400000,136900390,418248616,0ded589ff2a3247b,,2
power9,native-power8,bst,5,1,400000,136308834,418248616,0ded589ff2a3247b,,2
power9,native-power8,bst,5,2,400000,135607493,418248616,0ded589ff2a3247b,,2
power9,native-power8,bst,5,summary,400000,408816717,418248616,0ded589ff2a3247b,ok,2
power9,native-power9,bst,5,0,400000,136461870,416883133,0ded589ff2a3247b,,2
power9,native-power9,bst,5,1,400000,135439172,416883133,0ded589ff2a3247b,,2
power9,native-power9,bst,5,2,400000,136041763,416883133,0ded589ff2a3247b,,2
power9,native-power9,bst,5,summary,400000,407942805,416883133,0ded589ff2a3247b,ok,2
power9,powerarm,bst,5,0,400000,542967630,1660942804,0ded589ff2a3247b,,2
power9,powerarm,bst,5,1,400000,540086708,1660942804,0ded589ff2a3247b,,2
power9,powerarm,bst,5,2,400000,540341425,1660942804,0ded589ff2a3247b,,2
power9,powerarm,bst,5,summary,400000,1623395763,1660942804,0ded589ff2a3247b,ok,2
power9,powerarm-startup,bst,5,0,1,248700,30573747,266a770512af4d68,,3
power9,powerarm-startup,bst,5,summary,1,248700,30573747,266a770512af4d68,ok,3
power9,native-power9-startup,bst,5,0,1,9968,6968489,266a770512af4d68,,1
power9,native-power9-startup,bst,5,summary,1,9968,6968489,266a770512af4d68,ok,1
power9,native-power8,vm,5,0,150000,454252907,1371264512,0000814e78cfc084,,3
power9,native-power8,vm,5,1,150000,454304783,1371264512,0000814e78cfc084,,3
power9,native-power8,vm,5,2,150000,454775533,1371264512,0000814e78cfc084,,3
power9,native-power8,vm,5,summary,150000,1363333223,1371264512,0000814e78cfc084,ok,3
power9,native-power9,vm,5,0,150000,454234789,1372089675,0000814e78cfc084,,2
power9,native-power9,vm,5,1,150000,454341255,1372089675,0000814e78cfc084,,2
power9,native-power9,vm,5,2,150000,454340292,1372089675,0000814e78cfc084,,2
power9,native-power9,vm,5,summary,150000,1362916336,1372089675,0000814e78cfc084,ok,2
power9,powerarm,vm,5,0,150000,3302908410,9947205288,0000814e78cfc084,,1
power9,powerarm,vm,5,1,150000,3304949184,9947205288,0000814e78cfc084,,1
power9,powerarm,vm,5,2,150000,3306509070,9947205288,0000814e78cfc084,,1
power9,powerarm,vm,5,summary,150000,9914366664,9947205288,0000814e78cfc084,ok,1
power9,powerarm-startup,vm,5,0,1,449729,30875292,000000003850006f,,2
power9,powerarm-startup,vm,5,summary,1,449729,30875292,000000003850006f,ok,2
power9,native-power9-startup,vm,5,0,1,4756,4168783,000000003850006f,,2
power9,native-power9-startup,vm,5,summary,1,4756,4168783,000000003850006f,ok,2
power9,native-power8,sort,5,0,2500000,349072406,1065198528,f05bf4351ec0e785,,3
power9,native-power8,sort,5,1,2500000,348702615,1065198528,f05bf4351ec0e785,,3
power9,native-power8,sort,5,2,2500000,348773506,1065198528,f05bf4351ec0e785,,3
power9,native-power8,sort,5,summary,2500000,1046548527,1065198528,f05bf4351ec0e785,ok,3
power9,native-power9,sort,5,0,2500000,347895008,1061219070,f05bf4351ec0e785,,3
power9,native-power9,sort,5,1,2500000,347753224,1061219070,f05bf4351ec0e785,,3
power9,native-power9,sort,5,2,2500000,347964080,1061219070,f05bf4351ec0e785,,3
power9,native-power9,sort,5,summary,2500000,1043612312,1061219070,f05bf4351ec0e785,ok,3
power9,powerarm,sort,5,0,2500000,1064944768,3268922682,f05bf4351ec0e785,,2
power9,powerarm,sort,5,1,2500000,1063449885,3268922682,f05bf4351ec0e785,,2
power9,powerarm,sort,5,2,2500000,1063197194,3268922682,f05bf4351ec0e785,,2
power9,powerarm,sort,5,summary,2500000,3191591847,3268922682,f05bf4351ec0e785,ok,2
power9,powerarm-startup,sort,5,0,1,232896,34412567,83b3e216f6caa906,,3
power9,powerarm-startup,sort,5,summary,1,232896,34412567,83b3e216f6caa906,ok,3
power9,native-power9-startup,sort,5,0,1,122669,8726789,83b3e216f6caa906,,2
power9,native-power9-startup,sort,5,summary,1,122669,8726789,83b3e216f6caa906,ok,2
power9,control-end,crc32,0,0,64,178103918,547562363,323d083d79762f78,,2
power9,control-end,crc32,0,1,64,177875350,547562363,323d083d79762f78,,2
power9,control-end,crc32,0,2,64,177889619,547562363,323d083d79762f78,,2
power9,control-end,crc32,0,summary,64,533868887,547562363,323d083d79762f78,ok,2
# cpufreq cpu88 after: governor=ondemand cur=3800000 max=3800000
# load after: 6.46 9.38 9.35 5/2800 4008940
